Category,Subcategory,XBRL Tag
Unclassified,Non-Current,ContingentEarnoutShareLiability
Unclassified,Current,ContingentEarnOutSharesLiabilityNoncurrent
Liabilities,Non-Current,ContingentFinancingAsset
Liabilities,Current,ContingentFundingLiabilitiesCurrent
Unclassified,Non-Current,ContingentGuarantee
Liabilities,Current,ContingentLiabilitiesCurrent
Liabilities,Current,ContingentLiabilitiesNoncurrent
Unclassified,Non-Current,ContingentLiability
Unclassified,Current,ContingentLiabilityCurrent
Unclassified,Current,ContingentLiabilityNet
Unclassified,Current,ContingentLiabilityNonCurrent
Unclassified,Non-Current,ContingentLoanRepurchaseLiability
Unclassified,Current,ContingentPaymentObligationNoncurrent
Unclassified,Non-Current,ContingentRoyaltyLiability
Liabilities,Current,ContingentRoyaltyObligationPayabletoRelatedPartyCurrent
Assets,Current,ContingentSaleConsiderationReceivableCurrentPortion
Assets,Current,ContingentSaleConsiderationReceivableLongTermPortion
Unclassified,Non-Current,ContingentValueRightAsset
Unclassified,Non-Current,ContingentValueRightLiability
Unclassified,Current,ContingentValueRightLiabilityCurrent
Unclassified,Current,ContingentValueRightLiabilityNoncurrent
Unclassified,Current,ContingentValueRightsCurrent
Unclassified,Current,ContingentValueRightsNoncurrent
Liabilities,Current,ContingentWarrantsCurrent
Liabilities,Non-Current,ContraAccountRelatedToSharesAcquiredInConnectionWithDirectorsDeferredCompensationPlan
Assets,Current,ContractAndOtherDeferredAssetsNoncurrent
Unclassified,Current,ContractAssetCurrent
Assets,Non-Current,ContractAssets
Assets,Current,ContractAssetsAndUnbilledReceivablesCurrent
Assets,Non-Current,ContractAssetsAssociatedWithDerecognitionOfRealEstateInvestmentProperties
Assets,Current,ContractAssetsCurrentRetainage
Assets,Current,ContractAssetsReceivable
Assets,Non-Current,ContractedConcessionalAssets
Assets,Current,ContractholderDeductiblesReceivable
Equity,Non-Current,ContractholderDirectedEquitySecuritiesAndFairValueOptionSecuritiesAtEstimatedFairValue
Unclassified,Non-Current,ContractholderFunds
Liabilities,Current,ContractholderPayables
Assets,Current,ContractHolderReceivable
Assets,Current,ContractholderReceivables
Assets,Current,ContractholderReceivablesAllowanceForCreditLoss
Liabilities,Current,ContractLiabilities
Liabilities,Current,ContractLiabilitiesConsolidatedVIEsWithoutRecourseCurrent
Liabilities,Current,ContractLiabilitiesRelatedParties
Liabilities,Current,ContractLossLiabilities
Unclassified,Current,ContractLossReservesCurrent
Liabilities,Non-Current,ContractObligations
Liabilities,Current,ContractObligationsExcludingCurrentPortions
Unclassified,Non-Current,ContractorEscrow
Liabilities,Current,ContractPayableRetainage
Assets,Current,ContractReceivableDueOneYearOrLess
Unclassified,Non-Current,ContractsInProcess
Unclassified,Non-Current,ContractsInTransit
Assets,Current,ContractsInTransitAndVehicleReceivablesNet
Unclassified,Current,ContractsInTransitCurrent
Liabilities,Current,ContractsPayableCurrentPortion
Liabilities,Current,ContractsPayableNetOfCurrentPortion
Assets,Current,ContractsReceivableClaimsAndUncertainAmountsExpectedToBeCollectedWithinOneYear
Unclassified,Current,ContractualArrangementRoyaltiesAgreementLiabilityNoncurrent
Unclassified,Current,ContractualArrangementRoyaltiesAgreementSettlementLiabilityNoncurrent
Unclassified,Non-Current,ContractualObligation
Unclassified,Current,ContractualObligationCurrent
Unclassified,Current,ContractWithCustomerAdvancesCurrent
Unclassified,Current,ContractWithCustomerAggregateLiabilityCurrent
Unclassified,Current,ContractWithCustomerAggregateLiabilityNoncurrent
Liabilities,Current,ContractWithCustomerAndOtherLiabilitiesNoncurrent
Liabilities,Current,ContractWithCustomerAssetAccruedRevenue
Unclassified,Non-Current,ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss
Unclassified,Current,ContractWithCustomerAssetAccumulatedAllowanceForCreditLossCurrent
Unclassified,Current,ContractWithCustomerAssetAccumulatedAllowanceForCreditLossNoncurrent
Liabilities,Current,ContractWithCustomerAssetAfterAllowanceForCreditLossAndDeferredCostsCurrent
Assets,Current,ContractWithCustomerAssetAfterAllowanceForCreditLossCommissionsReceivableCurrent
Assets,Current,ContractWithCustomerAssetAfterAllowanceForCreditLossIncludingUnbilledReceivablesCurrent
Assets,Current,ContractWithCustomerAssetAndConstructionContractorReceivableRetainageAfterAllowanceForCreditLossCurrent
Unclassified,Non-Current,ContractWithCustomerAssetCostsInExcessOfBillings
Unclassified,Non-Current,ContractWithCustomerAssetGross
Unclassified,Current,ContractWithCustomerAssetGrossCurrent
Unclassified,Current,ContractWithCustomerAssetGrossNoncurrent
Assets,Current,ContractWithCustomerAssetIncentiveFeesReceivable
Assets,Current,ContractWithCustomerAssetIncludingUnbilledReceivablesAccumulatedAllowanceForCreditLossCurrent
Assets,Current,ContractWithCustomerAssetIncludingUnbilledReceivablesAccumulatedAllowanceForCreditLossNonCurrent
Assets,Current,ContractWithCustomerAssetManagementFeesReceivable
Unclassified,Current,ContractWithCustomerAssetNet
Unclassified,Current,ContractWithCustomerAssetNetCurrent
Unclassified,Current,ContractWithCustomerAssetNetNoncurrent
Assets,Current,ContractWithCustomerAssetSalesCommissionNoncurrent
Unclassified,Current,ContractWithCustomerContractLiabilityNetOfContractAsset
Unclassified,Non-Current,ContractWithCustomerCustomerDeposits
Unclassified,Current,ContractWithCustomerCustomerDepositsCurrent
Liabilities,Current,ContractWithCustomerIncludingOtherLiabilitiesCurrent
Unclassified,Non-Current,ContractWithCustomerLiability
Unclassified,Current,ContractWithCustomerLiabilityAdvancedBillingsCurrent
Unclassified,Non-Current,ContractWithCustomerLiabilityAdvanceDeposits
Unclassified,Non-Current,ContractWithCustomerLiabilityAdvancesAndDeposits
Unclassified,Current,ContractWithCustomerLiabilityAirTrafficCurrent
Liabilities,Current,ContractWithCustomerLiabilityAndLeaseDeferredRevenueCurrent
Unclassified,Current,ContractWithCustomerLiabilityAndOtherNoncurrentLiability
Unclassified,Non-Current,ContractWithCustomerLiabilityBillingsInExcessOfCost
Liabilities,Non-Current,ContractWithCustomerLiabilityBillingsInExcessOfRevenueRecognized
Unclassified,Current,ContractWithCustomerLiabilityCurrent
Unclassified,Current,ContractWithCustomerLiabilityCurrent1
Unclassified,Current,ContractWithCustomerLiabilityCurrentAdvanceAndProgressPayments
Unclassified,Current,ContractWithCustomerLiabilityCurrentAdvancedBillings
Unclassified,Current,ContractWithCustomerLiabilityCurrentAdvanceTicketSales
Unclassified,Current,ContractWithCustomerLiabilityCurrentAndOther
Unclassified,Current,ContractWithCustomerLiabilityCurrentBillingInExcessOfCostAndProfit
Liabilities,Current,ContractWithCustomerLiabilityCurrentCommissionsPayable
Unclassified,Current,ContractWithCustomerLiabilityCurrentCustomerDeposits
Liabilities,Current,ContractWithCustomerLiabilityCurrentDeferredRevenue
Unclassified,Current,ContractWithCustomerLiabilityCurrentExcludingAdjustments
Unclassified,Current,ContractWithCustomerLiabilityCurrentExcludingRelatedParty
Unclassified,Current,ContractWithCustomerLiabilityCurrentFrequentFlyer
Unclassified,Current,ContractWithCustomerLiabilityCurrentIncludingContractWithCustomerLiabilityNoncurrentCurrentPortion
Unclassified,Current,ContractWithCustomerLiabilityCurrentRelatedParty
Liabilities,Current,ContractWithCustomerLiabilityCurrentServiceRevenue
Liabilities,Current,ContractWithCustomerLiabilityCurrentSystemRevenue
Unclassified,Current,ContractWithCustomerLiabilityCustomerAdvancesCurrent
Unclassified,Current,ContractWithCustomerLiabilityCustomerDepositCurrent
Unclassified,Non-Current,ContractWithCustomerLiabilityCustomerDeposits
Unclassified,Non-Current,ContractWithCustomerLiabilityCustomerDepositsAndPrepayments
Unclassified,Current,ContractWithCustomerLiabilityCustomerDepositsCurrent
Liabilities,Non-Current,ContractWithCustomerLiabilityDeferredRevenue
Liabilities,Current,ContractWithCustomerLiabilityDeferredRevenueCurrent
Liabilities,Current,ContractWithCustomerLiabilityDeferredRevenueNoncurrent
Unclassified,Current,ContractWithCustomerLiabilityExcludingRelatedPartiesCurrent
Unclassified,Current,ContractWithCustomerLiabilityFrequentFlyerCurrent
Unclassified,Current,ContractWithCustomerLiabilityFrequentFlyerNoncurrent
Unclassified,Non-Current,ContractWithCustomerLiabilityGiftCards
Unclassified,Current,ContractWithCustomerLiabilityIncludingRefundLiabilityCurrent
Unclassified,Current,ContractWithCustomerLiabilityNoncurrent
Liabilities,Current,ContractWithCustomerLiabilityNoncurrentAndOtherLongTermLiabilities
Liabilities,Current,ContractWithCustomerLiabilityNoncurrentCommissionsPayable
Unclassified,Current,ContractWithCustomerLiabilityNoncurrentFrequentFlyer
Unclassified,Current,ContractWithCustomerLiabilityOther
Unclassified,Current,ContractWithCustomerLiabilityOtherNoncurrent
Liabilities,Current,ContractWithCustomerLiabilityPerformanceObligationsNoncurrent
Unclassified,Non-Current,ContractWithCustomerLiabilityProgressBillings
Unclassified,Current,ContractWithCustomerLiabilityRelatedPartycurrent
Liabilities,Current,ContractWithCustomerPayableCurrent
Liabilities,Current,ContractWithCustomerPublisherPayableCurrent
Assets,Current,ContractWithCustomerReceivableAfterAllowanceForCreditLoss
Assets,Current,ContractWithCustomerReceivableAfterAllowanceForCreditLossAndContractWithCustomerAssetAfterAllowanceForCreditLossCurrent
Assets,Current,ContractWithCustomerReceivableAfterAllowanceForCreditLossCurrent
Assets,Current,ContractWithCustomerReceivableAfterAllowanceForCreditLossNoncurrent
Assets,Current,ContractWithCustomerReceivableAllowanceForCreditLossCurrent
Assets,Current,ContractWithCustomerReceivableAllowanceForCreditLossNoncurrent
Assets,Current,ContractWithCustomerReceivableBeforeAllowanceForCreditLossCurrent
Assets,Current,ContractWithCustomerReceivableBeforeAllowanceForCreditLossNoncurrent
Unclassified,Non-Current,ContractWithCustomerRefundLiability
Unclassified,Current,ContractWithCustomerRefundLiabilityCurrent
Unclassified,Current,ContractWithCustomerRefundLiabilityNoncurrent
Unclassified,Current,ContractWithCustomersDepositsCurrent
Unclassified,Current,ContractWithCustomersLiabilityCurrent
Equity,Non-Current,ContributedCapital
Unclassified,Non-Current,ContributedSurplus
Unclassified,Non-Current,ContributedSurplusElement
Unclassified,Non-Current,ContributedSurplusUnits
Unclassified,Non-Current,ContributionLiability
Assets,Current,ContributionReceivable
Unclassified,Non-Current,ContributionReceivedInAdvance1
Unclassified,Current,ContributionsInAidConstructionNet
Unclassified,Non-Current,ContributionsInAidOfConstruction
Assets,Non-Current,ControlledInvestmentsAtCost
Liabilities,Current,ConversionFeatureDerivativeNotePayable
Unclassified,Non-Current,ConversionFeatureLiability
Equity,Non-Current,ConversionOfStockSharesConverted1
Equity,Non-Current,ConversionOfStockSharesIssued1
Unclassified,Non-Current,ConversionOptionLiability
Liabilities,Current,ConversionsPayableCurrent
Unclassified,Current,ConvertibleAmortizedCostCurrent
Unclassified,Current,ConvertibleAndNonconvertiblePromissoryNoteCurrent
Equity,Non-Current,ConvertibleAndRedeemablePreferredShareParValue
Equity,Non-Current,ConvertibleAndRedeemablePreferredSharesAuthorized
Equity,Non-Current,ConvertibleAndRedeemablePreferredSharesOutstanding
Equity,Non-Current,ConvertibleandRedeemablePreferredStockValue
Unclassified,Current,ConvertibleBondsCurrent
Unclassified,Current,ConvertibleBondsNoncurrent
Liabilities,Current,ConvertibleBridgeNotePayableCurrent
Unclassified,Current,ConvertibleDebentureCurrentNet
Unclassified,Current,ConvertibleDebentureNoncurrentNet
Unclassified,Non-Current,ConvertibleDebentures
Equity,Non-Current,ConvertibleDebenturesClassifiedAsTemporaryEquity
Unclassified,Current,ConvertibleDebenturesCurrent
Liabilities,Current,ConvertibleDebenturesNetOfDebtDiscount
Liabilities,Current,ConvertibleDebt
Liabilities,Current,ConvertibleDebtAccruedInterest
Liabilities,Current,ConvertibleDebtAndDerivativeLiability
Liabilities,Current,ConvertibleDebtAndDerivativeLiabilityCurrent
Liabilities,Non-Current,ConvertibleDebtAndWarrantLiabilityAtFairValue
Liabilities,Current,ConvertibleDebtCurrent
Liabilities,Current,ConvertibleDebtCurrentFairValueDisclosure
Liabilities,Current,ConvertibleDebtFairValueDisclosures
Liabilities,Current,ConvertibleDebtInstruments
Liabilities,Current,ConvertibleDebtLineOfCreditAndOtherNotesPayable
Liabilities,Current,ConvertibleDebtLongTermNoncurrent
Liabilities,Current,ConvertibleDebtNoncurrent
Liabilities,Current,ConvertibleDebtNoncurrentRelatedParty
Liabilities,Current,ConvertibleDebtRelatedParties
Liabilities,Current,ConvertibleDebtRelatedParty
Equity,Non-Current,ConvertibleFoundersStockParOrStatedValuePerShare
Equity,Non-Current,ConvertibleFoundersStockSharesAuthorized
Equity,Non-Current,ConvertibleFoundersStockSharesIssued
Equity,Non-Current,ConvertibleFoundersStockSharesOutstanding
Equity,Non-Current,ConvertibleFoundersStockValueIssued
Liabilities,Current,ConvertibleInterestPayable
Unclassified,Non-Current,ConvertibleLoanNote
Unclassified,Non-Current,ConvertibleLoans
Liabilities,Current,ConvertibleLongtermBondsPayableCurrent
Liabilities,Current,ConvertibleLongTermNotesPayable
Liabilities,Current,ConvertibleLongTermNotesPayableRelatedParty
Assets,Current,ConvertibleLongTermNotesReceivable
Unclassified,Current,ConvertibleNoteCurrent
Liabilities,Current,ConvertibleNotePayable
Liabilities,Current,ConvertibleNotePayableAndAccruedInterestNetOfDebtDiscountRelatedPartyCurrent
Liabilities,Current,ConvertibleNotePayableAndAccruedInterestNetOfDebtDiscountRelatedPartyNonCurrent
Liabilities,Current,ConvertibleNotePayableCurrent
Liabilities,Current,ConvertibleNotePayableNoncurrent
Liabilities,Current,ConvertibleNotePayableRelatedParty
Liabilities,Current,ConvertibleNotePayablesCurrent
Assets,Current,ConvertibleNoteReceivable
Assets,Current,ConvertibleNoteReceivableFemasys
Assets,Current,ConvertibleNoteReceivableNoncurrent
Assets,Current,ConvertibleNoteReceivableRelatedParty
Assets,Current,ConvertibleNoteReceivablesAtFairValueNonCurrent
Assets,Current,ConvertibleNoteReceivablesDueFromCyclo
Unclassified,Non-Current,ConvertibleNoteRelatedParty
Unclassified,Non-Current,ConvertibleNotes
Liabilities,Current,ConvertibleNotesAndAccruedInterestRelatedParty
Liabilities,Current,ConvertibleNotesAndNotesPayableInDefault
Liabilities,Current,ConvertibleNotesAndNotesPayableRelatedPartiesCurrent
Liabilities,Current,ConvertibleNotesAndNotesPayableRelatedPartyInDefault
Unclassified,Current,ConvertibleNotesAtFairValueCurrent
Unclassified,Current,ConvertibleNotesAtFairValueNoncurrent
Unclassified,Current,ConvertibleNotesCurrent
Unclassified,Current,ConvertibleNotesNet
Unclassified,Current,ConvertibleNotesNetOfDiscountCurrentlyInDefault
Unclassified,Current,ConvertibleNotesNonCurrent
Liabilities,Current,ConvertibleNotesPayable
Liabilities,Current,ConvertibleNotesPayableAndRelatedAccruedInterestToRelatedParties
Liabilities,Current,ConvertibleNotesPayableCurrent
Liabilities,Current,ConvertibleNotesPayableCurrentlyInDefaultNetOfDiscount
Liabilities,Current,ConvertibleNotesPayableCurrentNetOfDiscount
Liabilities,Current,ConvertibleNotesPayableCurrentPortionNetOfDiscount
Liabilities,Current,ConvertibleNotesPayableCurrents
Liabilities,Current,ConvertibleNotesPayableCurrentValue
Liabilities,Current,ConvertibleNotesPayableHeldByRelatedPartyNonCurrent
Liabilities,Current,ConvertibleNotesPayableInDefault
Liabilities,Current,ConvertibleNotesPayableInDefaultCurrent
Liabilities,Current,ConvertibleNotesPayableInDefaultRelatedParties
Liabilities,Current,ConvertibleNotesPayableNet
Liabilities,Current,ConvertibleNotesPayableNetCurrent
Liabilities,Current,ConvertibleNotesPayableNetNoncurrent
Liabilities,Current,ConvertibleNotesPayableNetOfCurrentPortionAndDiscount
Liabilities,Current,ConvertibleNotesPayableNetOfDebtDiscount
Liabilities,Current,ConvertibleNotesPayableNetOfDiscount
Liabilities,Current,ConvertibleNotesPayableNetOfDiscountCurrent
Liabilities,Current,ConvertibleNotesPayableNetOfDiscountNonCurrent
Liabilities,Current,ConvertibleNotesPayableNetOfDiscountsAndCurrentPortion
Liabilities,Current,ConvertibleNotesPayableNetOfPremiumAndDiscountCurrent
Liabilities,Current,ConvertibleNotesPayableNetOfUnamortizedDiscount
Liabilities,Current,ConvertibleNotesPayableNonCurrentNetOfDiscount
Liabilities,Current,ConvertibleNotesPayableRelatedParties
Liabilities,Current,ConvertibleNotesPayableRelatedPartiesNetOfDiscount
Liabilities,Current,ConvertibleNotesPayableRelatedPartiesNetOfDiscountsCurrent
Liabilities,Current,ConvertibleNotesPayableRelatedParty
Liabilities,Current,ConvertibleNotesPayableRelatedPartyCurrent
Liabilities,Current,ConvertibleNotesPayableRelatedPartyNetCurrent
Liabilities,Current,ConvertibleNotesPayableRelatedPartyNetOfDiscount
Liabilities,Current,ConvertibleNotesPayableRelatedPartyNonCurrent
Liabilities,Current,ConvertibleNotesPayableUnamortizedDiscount
Liabilities,Current,ConvertibleNotesPayableUnamortizedDiscountCurrent
Liabilities,Current,ConvertibleNotesPayableUnamortizedDiscountNoncurrent
Assets,Current,ConvertibleNotesReceivable
Assets,Current,ConvertibleNotesReceivableCurrent
Unclassified,Current,ConvertibleNotesRelatedPartiesCurrent
Equity,Non-Current,ConvertiblePerpetualPreferredStock
Equity,Non-Current,ConvertiblePerpetualPreferredStockAggregateLiquidationPreference
Equity,Non-Current,ConvertiblePerpetualPreferredStockSharesIssued
