tag,category,subcategory
AmountDueToRelatedPartiesCurrent,Unclassified,Current
AmountDueToRelatedParty,Unclassified,Current
AmountDueToShareholder,Unclassified,Current
AmountNotesReceivableRelatedPartiesCurrent,Assets,Current
AmountOfDeferredCostsRelatedToLongTermContracts,Liabilities,Non-Current
AmountOwingByRelatedParty,Unclassified,Non-Current
AmountOwingByShareholders,Unclassified,Non-Current
AmountOwingToDirector,Unclassified,Non-Current
AmountsDueFromAssociate,Unclassified,Current
AmountsDueFromDirector,Unclassified,Current
AmountsDueFromRelatedCompanies,Unclassified,Current
AmountsDueFromRelatedParties,Unclassified,Current
AmountsDueFromRelatedPartiesCurrent,Unclassified,Current
AmountsDuePursuantToTaxReceivableAgreements,Assets,Current
AmountsDueToAffiliates,Unclassified,Current
AmountsDueToAssociate,Unclassified,Current
AmountsDueToCardIssuingBanksForOverdrawnAccounts,Unclassified,Current
AmountsDueToDirectorsCurrent,Unclassified,Current
AmountsDueToFormerParent,Unclassified,Current
AmountsDueToRelatedParties,Unclassified,Current
AmountsDueToRelatedPartiesConsolidatedVIEsWithoutRecourseCurrent,Unclassified,Current
AmountsDueToRelatedPartiesCurrent,Unclassified,Current
AmountsDueToRelatedParty,Unclassified,Current
AmountsFundedInRespectOfEmployeeRightsUponRetirement,Unclassified,Non-Current
AmountsPayableAndAccruedLiabilities,Liabilities,Current
AmountsPayableDueToCreditAndDebitCardTransactionsCurrent,Liabilities,Current
AmountsPayableDueToCreditAndDebitCardTransactionsNonCurrent,Liabilities,Current
AmountsPayableRelatedPartyTransactions,Liabilities,Current
AmountsPayableUnderTaxReceivableAgreement,Assets,Current
AmountsPayableUnderTaxReceivableAgreementsCurrent,Assets,Current
AmountsReceivableRelatedPartyTransactions,Assets,Current
AMPCreditReceivableCurrent,Assets,Current
AnnuityFund,Unclassified,Non-Current
AociBeforeTaxAttributableToParent,Liabilities,Non-Current
AOCICashFlowHedgeCumulativeGainLossTax,Assets,Non-Current
AOCIDebtSecuritiesAvailableForSaleAdjustmentTax,Liabilities,Current
AOCIDiscountRateReservesAdjustmentAfterTax,Liabilities,Non-Current
AociIncludingPortionAttributableToNoncontrollingInterestTax,Liabilities,Current
AociLiabilityForFuturePolicyBenefitAfterTax,Liabilities,Non-Current
AOCILiabilityForFuturePolicyBenefitDiscountRateBeforeTax,Liabilities,Non-Current
AociLossCashFlowHedgeCumulativeGainLossAfterTax,Assets,Non-Current
AociTaxAttributableToParent,Liabilities,Non-Current
AppropriationInvestmentNonpowerProgramsNet,Unclassified,Current
AppropriationInvestmentPowerProgram,Unclassified,Non-Current
ArbitrationReserve,Unclassified,Non-Current
AsbestosLiabilityCurrent,Unclassified,Current
AsbestosLiabilityNoncurrent,Unclassified,Current
AsbestosLitigationReserveCurrent,Unclassified,Current
AsbestosLitigationReserveNoncurrent,Unclassified,Current
AsbestosRelatedInsuranceReceivablesCurrent,Assets,Current
AsbestosRelatedInsuranceReceivablesNoncurrent,Assets,Current
AsbestosrelatedInsuranceRecoveryReceivable,Assets,Current
AsbestosRelatedLiabilities,Liabilities,Current
AsbestosRelatedLiabilitiesCurrent,Liabilities,Current
AsbestosRelatedLiabilitiesNoncurrent,Liabilities,Current
AsbestosrelatedLiability,Unclassified,Non-Current
AssetAcquisitionContingentConsiderationLiability,Unclassified,Non-Current
AssetAcquisitionContingentConsiderationLiabilityCurrent,Unclassified,Current
AssetAcquisitionContingentConsiderationLiabilityNoncurrent,Unclassified,Current
AssetAcquisitionDepositCurrent,Unclassified,Current
AssetBackedDebtNet,Liabilities,Current
AssetBackedDebtNetPar,Liabilities,Current
AssetBackedSecuredFinancingLiabilityFairValue,Liabilities,Non-Current
AssetBackedSecuritizationCertificates,Unclassified,Non-Current
AssetbasedLoanLiability,Unclassified,Non-Current
AssetForEstimatedReceiptsInExcessOfEstimatedCosts,Unclassified,Non-Current
AssetForRecovery,Unclassified,Non-Current
AssetRecoveryDamagedPropertyCostsNoncurrent,Assets,Current
AssetReportingCurrencyDenominatedValue,Unclassified,Non-Current
AssetRetirementAndOtherLongtermLiabilitiesCurrent,Liabilities,Current
AssetRetirementObligation,Unclassified,Non-Current
AssetRetirementObligationAndAccrualForEnvironmentalLossContingenciesNoncurrent,Unclassified,Current
AssetRetirementObligationAndAccruedEnvironmentalCostsNoncurrent,Liabilities,Current
AssetRetirementObligationAndEnvironmentalLossContingenciesNoncurrent,Unclassified,Current
AssetRetirementObligationCurrent,Unclassified,Current
AssetRetirementObligationEscrowAccount,Unclassified,Non-Current
AssetRetirementObligationNonCurrent,Unclassified,Current
AssetRetirementObligationRelatedPartyCurrent,Unclassified,Current
AssetRetirementObligations,Liabilities,Non-Current
AssetRetirementObligationsAndAccruedEnvironmentalCost,Liabilities,Current
AssetRetirementObligationsAndAccruedEnvironmentalCostNonCurrent,Liabilities,Current
AssetRetirementObligationsAndAccruedEnvironmentalCosts,Liabilities,Current
AssetRetirementObligationsExcludingSpentNuclearFuelNoncurrent,Liabilities,Current
AssetRetirementObligationsNoncurrent,Liabilities,Current
AssetRetirementObligationsNonCurrentAndOther,Liabilities,Current
AssetRetirementObligationToIssue,Unclassified,Non-Current
AssetRetirementProvision,Unclassified,Non-Current
Assets,Assets,Non-Current
AssetsActivelyMarketedNotPartOfDisposalGroup,Assets,Non-Current
AssetsArisingFromExplorationForAndEvaluationOfMineralResources,Assets,Non-Current
AssetsAvailableForSaleECoreCurrent,Assets,Current
AssetsAvailableForSaleVitamedicaCurrent,Assets,Current
AssetsBeforeFundsHeldForClientsCurrent,Assets,Current
AssetsConstructedForOthers,Assets,Current
AssetsCurrent,Assets,Current
AssetsCurrentBeforeFundsHeldForClients,Assets,Current
AssetsCurrentExcludingMerchantReserves,Assets,Current
AssetsDeployedAtClientLocationsNet,Assets,Current
AssetsExcludingDeferredIncomeTaxAssetsNet,Assets,Current
AssetsExcludingPropertyAndEquipmentNoncurrent,Assets,Current
AssetsExcludingPropertyPlantAndEquipmentNoncurrent,Assets,Current
AssetsFairValueDisclosure,Assets,Non-Current
AssetsFromCoalTradingActivitiesNet1,Assets,Current
AssetsHeldBySpecialPurposeEntities,Assets,Non-Current
AssetsHeldForDispositionIncludingDiscontinuedOperations,Assets,Non-Current
AssetsHeldForRentNet,Assets,Current
AssetsHeldForSale,Assets,Non-Current
AssetsHeldForSaleAndDiscontinuedOperationsNet,Assets,Current
AssetsHeldForSaleAtCarryingValue,Assets,Non-Current
AssetsHeldForSaleCurrent,Assets,Current
AssetsHeldForSaleLongLived,Assets,Non-Current
AssetsHeldForSaleLongLivedFairValueDisclosure,Assets,Non-Current
AssetsHeldForSaleNotPartOfDisposalGroup,Assets,Non-Current
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,Assets,Current
AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,Assets,Current
AssetsHeldForSaleNotPartOfDisposalGroupOther,Assets,Current
AssetsHeldForSaleOrContribution,Assets,Non-Current
AssetsHeldForSaleOtherNoncurrent,Assets,Current
AssetsHeldForSalePropertyPlantAndEquipment,Assets,Non-Current
AssetsHeldForSeveranceBenefits,Assets,Non-Current
AssetsHeldInTrust,Assets,Non-Current
AssetsHeldInTrustAccount,Assets,Non-Current
AssetsHeldInTrustCurrent,Assets,Current
AssetsHeldInTrustNoncurrent,Assets,Current
AssetsLeasedToOthers,Assets,Current
AssetsLessCurrentLiabilities,Assets,Current
AssetsNet,Assets,Current
AssetsNoncurrent,Assets,Current
AssetsNoncurrentExcludePPEROUAssets,Assets,Current
AssetsNoncurrentExcludesPropertyPlantAndEquipmentNet,Assets,Current
AssetsNoncurrentExcludingOilAndGasPropertySuccessfulEffortMethodNet,Assets,Current
AssetsNoncurrentExcludingPPE,Assets,Current
AssetsNonCurrentExcludingPropertiesPlantAndEquipment,Assets,Current
AssetsNoncurrentExcludingPropertyPlantAndEquipment,Assets,Current
AssetsNoncurrentExcludingPropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,Assets,Non-Current
AssetsNoncurrentExcludingPropertyPlantAndEquipmentNet,Assets,Current
AssetsNoncurrentInvestmentsAndOther,Assets,Current
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,Assets,Current
AssetsNoncurrentOtherThanPropertyPlantAndEquipment,Assets,Current
AssetsOfAbandonedEntities,Assets,Non-Current
AssetsOfConsolidatedFundsCashAndCashEquivalents,Assets,Non-Current
AssetsOfConsolidatedFundsOtherAssets,Assets,Current
AssetsofConsolidatedInvestmentVehicles,Assets,Non-Current
AssetsofConsolidatedInvestmentVehiclesFairValueDisclosure,Assets,Non-Current
AssetsOfContinuingOperations,Assets,Non-Current
AssetsOfDiscontinuedOperations,Assets,Non-Current
AssetsOfDisposalGroupIncludingDiscontinuedOperation,Assets,Non-Current
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,Assets,Current
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,Assets,Current
AssetsOfVotingInterestEntitiesAndVariableInterestEntities,Assets,Non-Current
AssetsOtherNoncurrentTotal,Assets,Current
AssetsPledgedForInvestmentsInAndAdvancesToAffiliatedCompanies,Assets,Non-Current
AssetsRelatedToConsolidatedVIEs,Assets,Non-Current
AssetsRelatedToUserCryptocurrenciesSafeguardingObligation,Assets,Non-Current
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,Assets,Non-Current
AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,Assets,Non-Current
Assetssupportingexperienceratedcontractholderliabilitiesatfairvalue,Assets,Current
AssetsToWhichSignificantRestrictionsApply,Assets,Non-Current
AssetsUnderDevelopment,Assets,Non-Current
AssetsUnderManagement,Assets,Non-Current
AssetsUnderVehiclePrograms,Assets,Non-Current
AssetsVariableInterestEntities,Assets,Non-Current
AssetUnderFinancingAgreementWithRepurchaseOption,Liabilities,Non-Current
AssignmentsOfLeasedProperty,Assets,Non-Current
AssociatedLiabilitiesThatEntityContinuesToRecognise,Liabilities,Current
AssumedLiabilityForUnpaidClaimsAndClaimsAdjustmentExpense,Liabilities,Non-Current
AssumedPremiumReceivable,Assets,Current
AssumedPremiumsPayable,Liabilities,Current
AuctionMarketPreferredSecuritiesStockSeriesLiquidationValue,Equity,Non-Current
AuctionProceedsPayable,Liabilities,Current
AuditFeesPayableCurrentAndNoncurrent,Liabilities,Current
AutomaticShareRepurchasePlanLiability,Unclassified,Non-Current
AutomobileNetOfDepreciationAssets,Assets,Current
AutomobilesAndTrucks,Unclassified,Non-Current
AutomotiveAccountsPayableCurrent,Liabilities,Current
AutomotiveAccountsPayableOtherCurrent,Liabilities,Current
AutomotiveAssets,Assets,Non-Current
AutomotiveAssetsCurrent,Assets,Current
AutomotiveAssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,Assets,Current
AutomotiveCashAndCashEquivalentsAtCarryingValue,Assets,Non-Current
AutomotiveCashCashEquivalentsAndShortTermInvestments,Assets,Non-Current
AutomotiveDebtCurrent,Liabilities,Current
AutomotiveDeferredTaxAssetsNetCurrent,Assets,Current
AutomotiveDeferredTaxAssetsNetNoncurrent,Assets,Current
AutomotiveDeferredTaxLiabilitiesCurrent,Liabilities,Current
AutomotiveDeferredTaxLiabilitiesNoncurrent,Liabilities,Current
AutomotiveDueFromRelatedPartiesCurrent,Unclassified,Current
AutomotiveEquityMethodInvestments,Assets,Non-Current
AutomotiveGoodwillAndOtherNetIntangibleAssets,Assets,Current
AutomotiveInventories,Unclassified,Non-Current
AutomotiveLiabilities,Liabilities,Current
AutomotiveLiabilitiesCurrent,Liabilities,Current
AutomotiveLiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,Liabilities,Current
AutomotiveLongTermDebtNoncurrent,Liabilities,Current
AutomotiveMarketableSecuritiesCurrent,Unclassified,Current
AutomotiveOtherAssetsCurrent,Assets,Current
AutomotiveOtherAssetsNoncurrent,Assets,Current
AutomotiveOtherLiabilitiesNoncurrent,Liabilities,Current
AutomotivePropertyPlantAndEquipmentNet,Assets,Current
AutomotiveReceivablesNetCurrent,Assets,Current
AutonomousSecurityRobotsNet,Unclassified,Current
AvailableForSaleDebtAndEquitySecurities,Liabilities,Current
AvailableForSaleDebtAndEquitySecuritiesCurrent,Liabilities,Current
AvailableForSaleDebtAndEquitySecuritiesNonCurrent,Liabilities,Current
AvailableForSaleDebtAndMarketableEquitySecurities,Liabilities,Current
AvailableForSaleDebtSecuritiesAmortizedCostBasis,Liabilities,Current
AvailableForSaleDebtSecuritiesExcludingSecuritiesValuedAtFairValueOption,Liabilities,Current
AvailableForSaleDebtSecuritiesExcludingSecuritiesValuedAtFairValueOptionAmortizedCost,Liabilities,Current
AvailableForSaleDebtSecuritiesPledgedAsCollateral,Liabilities,Current
AvailableForSaleFinancialAssets,Assets,Non-Current
AvailableForSaleSecurities,Unclassified,Non-Current
AvailableForSaleSecuritiesAmortizedCost,Unclassified,Non-Current
AvailableForSaleSecuritiesCommonStock,Equity,Non-Current
AvailableForSaleSecuritiesCommonStockCost,Equity,Non-Current
AvailableForSaleSecuritiesCurrent,Unclassified,Current
AvailableForSaleSecuritiesDebtAndEquitySecuritiesNoncurrent,Liabilities,Current
AvailableForSaleSecuritiesDebtAndEquitySecuritiesRabbiTrustCurrent,Liabilities,Current
AvailableForSaleSecuritiesDebtEquitySecuritiesAndTradingSecuritiesCurrent,Liabilities,Current
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,Liabilities,Current
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCostNoncurrent,Liabilities,Current
AvailableForSaleSecuritiesDebtMaturitiesFairValue,Liabilities,Current
AvailableForSaleSecuritiesDebtSecurities,Liabilities,Current
AvailableForSaleSecuritiesDebtSecuritiesAmortizedCost,Liabilities,Current
AvailableForSaleSecuritiesDebtSecuritiesCurrent,Liabilities,Current
AvailableForSaleSecuritiesDebtSecuritiesFVO,Liabilities,Current
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,Liabilities,Current
AvailableForSaleSecuritiesDebtSecuritiesUsingFairValueOption,Liabilities,Current
AvailableForSaleSecuritiesEquitySecuritesCost,Equity,Non-Current
AvailableForSaleSecuritiesEquitySecurities,Equity,Non-Current
AvailableForSaleSecuritiesEquitySecuritiesAmortizedCost,Equity,Non-Current
AvailableForSaleSecuritiesEquitySecuritiesCost,Equity,Non-Current
AvailableForSaleSecuritiesEquitySecuritiesCostCurrent,Equity,Current
AvailableForSaleSecuritiesEquitySecuritiesCostNoncurrent,Equity,Current
AvailableForSaleSecuritiesEquitySecuritiesCurrent,Equity,Current
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,Equity,Current
AvailableForSaleSecuritiesFairValueDisclosureHeldInTrust,Unclassified,Non-Current
AvailableForSaleSecuritiesfairvalueoption,Unclassified,Non-Current
AvailableForSaleSecuritiesNoncurrent,Unclassified,Current
AvailableForSaleSecuritiesNonredeemablePreferredStock,Equity,Non-Current
AvailableForSaleSecuritiesNonredeemablePreferredStockCost,Equity,Non-Current
Availableforsalesecuritiesperpetualsecurities,Unclassified,Non-Current
Availableforsalesecuritiesperpetualsecuritiesamortizedcost,Unclassified,Non-Current
AvailableForSaleSecuritiesPledgedAsCollateral,Unclassified,Non-Current
AvailableForSaleSecuritiesPledgedAsCollateralDebtSecuritiesAmortizedCost,Liabilities,Current
AvailableForSaleSecuritiesServeAsCollateralForBorrowingsFairValue,Unclassified,Non-Current
AvailableForSaleSecuritiesShortTermInvestment,Unclassified,Non-Current
AvailableForSalesSecurities,Unclassified,Non-Current
AvailableForSalesSecuritiesCurrent,Unclassified,Current
BackstopAgreementLiabilityNoncurrent,Unclassified,Current
BackstopPutOptionLiability,Unclassified,Non-Current
BalancesWithBanks,Unclassified,Non-Current
BalancesWithGovernmentAuthorities,Unclassified,Non-Current
BalancesWithGovernmentAuthoritiesNonCurrent,Unclassified,Current
BallastWaterTreatmentExpenditure,Unclassified,Non-Current
BankAcceptanceAssets,Assets,Non-Current
BankAcceptanceLiabilities,Liabilities,Current
BankAcceptancesExecutedAndOutstanding,Unclassified,Non-Current
BankAcceptancesExecutedAndOutstandingCurrent,Unclassified,Current
BankBorrowingsNetCurrent,Unclassified,Current
BankChecksOutstanding,Unclassified,Non-Current
BankersAcceptances,Unclassified,Non-Current
BankGuarantee,Unclassified,Non-Current
BankIndebtednessCreditFacility,Liabilities,Current
BankIndebtednessCurrent,Liabilities,Current
BankLoans,Unclassified,Non-Current
BankNotesAndSeniorDebt,Liabilities,Current
BankOverdraft,Unclassified,Non-Current
BankOverdrafts,Unclassified,Non-Current
BankOverdraftsClassifiedAsCashEquivalents,Assets,Non-Current
BankOverdraftsCurrent,Unclassified,Current
BankOwnedLifeInsurance,Unclassified,Non-Current
BankStocksAtCost,Equity,Non-Current
BankTermFundingProgramBorrowingsCurrent,Unclassified,Current
BaseFeeAndNetInvestmentIncomeIncentiveFeePayableToAffiliate,Liabilities,Current
BaseManagementAndIncentiveFeesPayable,Liabilities,Current
BDCRILoanCurrentPortion,Unclassified,Current
BDCRILoanNonCurrentPortion,Unclassified,Current
BelowMarketGroundLeaseNet,Unclassified,Current
BelowMarketLeaseAccumulatedAmortization,Assets,Non-Current
BelowMarketLeaseGross,Unclassified,Non-Current
BelowMarketLeaseIntangibleLiabilities,Assets,Current
BelowMarketLeaseIntangiblesNet,Assets,Current
BelowMarketLeaseNet,Unclassified,Current
BelowMarketLeaseNetOperatingActivities,Unclassified,Current
BelowMarketSalesContracts,Unclassified,Non-Current
BeneficialInterest,Liabilities,Non-Current
BeneficialInterestAsset,Liabilities,Non-Current
BeneficialInterestFairValueDisclosure,Liabilities,Non-Current
BeneficialInterestsAvailableForSaleAmortizedCost,Liabilities,Non-Current
BeneficialInterestsIssuedByConsolidatedVariableInterestEntitiesAtFairValue,Liabilities,Non-Current
BeneficialInterestsReceivableFairValue,Assets,Current
BeneficialInterestsReceivableNet,Assets,Current
BenefitsPayable,Liabilities,Current
BifurcatedEmbeddedDerivativeLiabilitiesCurrent,Liabilities,Current
BilledContractReceivables,Assets,Current
BilledPortionOfFinanceReceivablesNet,Assets,Current
BillingsInExcessOfCost,Unclassified,Non-Current
BillingsInExcessOfCost1,Unclassified,Non-Current
BillsReceivable,Assets,Current
BiologicalAssets,Assets,Non-Current
BitcoinCurrent,Unclassified,Current
BitcoinSoldReceivable,Assets,Current
BlackRockJointVenture,Unclassified,Non-Current
BondPayableNoncurrent,Liabilities,Current
Bonds,Unclassified,Non-Current
BondsAndOtherLongtermDebtNet,Liabilities,Current
BondsPayable,Liabilities,Current
BondsPayableHeldInVariableInterestEntitiesAtFairValue,Liabilities,Current
BondsWithWarrantsNetCurrent,Liabilities,Current
BookOverdraft,Unclassified,Non-Current
BookOverdraftLiability,Unclassified,Non-Current
BookOverdrafts,Unclassified,Non-Current
BookValuePerCommonShare,Unclassified,Non-Current
BookValuePerShareOnCommonSharesOutstanding,Unclassified,Non-Current
BorrowedFunds,Unclassified,Non-Current
BorrowedFundsUnclassified,Unclassified,Non-Current
BorrowerEscrowDepositsPayable,Liabilities,Current
BorrowingAndAccruedInterestUnderLineOfCreditNetOfDebtDiscountRelatedPartyNoncurrent,Liabilities,Current
BorrowingFromFederalReserveRelatedToAssetBackedCommercialPaper,Unclassified,Non-Current
Borrowings,Unclassified,Non-Current
BorrowingsLessSubordinatedDebt,Liabilities,Current
BorrowingsPayableUnderUtilityMoneyPoolArrangement,Liabilities,Current
BorrowingsRelatedToVariableInterestEntities,Liabilities,Non-Current
BorrowingsTotal,Unclassified,Non-Current
BorrowingsUnderCreditFacilityNetOfDeferredFinancingCosts,Liabilities,Current
BorrowingsUnderGuaranteedInvestmentAgreements,Unclassified,Non-Current
BridgeLoan,Unclassified,Non-Current
BridgeLoanlLiabilitiesCurrent,Liabilities,Current
BridgeLoanlLiabilitiesNoncurrent,Liabilities,Current
BridgeNotes,Unclassified,Non-Current
BridgeNotesPayableCurrent,Liabilities,Current
BroadcastRightsCurrent,Unclassified,Current
BrokerageClients,Unclassified,Non-Current
BrokerageFeesPayableToBrokerDealersAndClearingOrganizations,Liabilities,Current
BrokeragePayables,Liabilities,Current
BrokerageReceivables,Assets,Current
BrokerDealerPayableToCustomerFairValue,Liabilities,Current
BrokerDealerServicingFeesPayableGeneralPartner,Liabilities,Current
BrokerDeposits,Unclassified,Non-Current
BrokeredAndInternetTimeDeposits,Unclassified,Current
BrokeredCertificatesOfDeposit,Unclassified,Non-Current
BrokeredDeposits,Unclassified,Non-Current
BrokeredTimeDeposits,Unclassified,Non-Current
BrokerMarginLoan,Unclassified,Non-Current
BuildingAndTenantImprovements,Unclassified,Non-Current
BuildingInventory,Assets,Non-Current
BuildingLeaseholdImprovementsGross,Unclassified,Non-Current
BuildingNet,Unclassified,Current
BuildingPurchaseDepositNoncurrent,Unclassified,Current
BuildingsAndEquipmentGross,Assets,Non-Current
BuildingsAndGroundEquipmentGross,Assets,Non-Current
BuildingsAndImprovementsAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,Assets,Non-Current
BuildingsAndImprovementsGross,Unclassified,Non-Current
BuildingsAndLeaseholdImprovements,Unclassified,Non-Current
BuildingsEquipmentFurnishingsAndLeaseholdImprovementsNet,Assets,Current
BuildingsFixturesandImprovements,Unclassified,Non-Current
BuildingsImprovementsAndOther,Unclassified,Current
BuildingsLandAndImprovementsGross,Unclassified,Non-Current
BuildingsNet,Unclassified,Current
BullionReceivableAtMarketValue,Assets,Current
BusinessAcquisitionConsiderationPayable,Liabilities,Current
BusinessAcquisitionConsiderationPayableNonCurrent,Liabilities,Current
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,Unclassified,Current
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,Unclassified,Current
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,Unclassified,Non-Current
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,Liabilities,Non-Current
BusinessAcquisitionLiabilitiesCurrent,Liabilities,Current
BusinessAcquisitionLiabilitiesNoncurrent,Liabilities,Current
BusinessAcquisitionLoan,Unclassified,Non-Current
BusinessCombinationAmountDueFromSellerUnderIpTransitServicesAgreementCurrentAmountOfDiscount,Unclassified,Current
BusinessCombinationAmountDueFromSellerUnderIpTransitServicesAgreementNetOfDiscountCurrent,Unclassified,Current
BusinessCombinationAmountDueFromSellerUnderIpTransitServicesAgreementNetOfDiscountNoncurrent,Unclassified,Current
BusinessCombinationAmountDueFromSellerUnderIpTransitServicesAgreementNoncurrentAmountOfDiscount,Unclassified,Current
BusinessCombinationAmountDueFromSellerUnderPurchaseAgreementNetOfDiscountNoncurrent,Unclassified,Current
BusinessCombinationAmountDueFromSellerUnderPurchaseAgreementNoncurrentAmountOfDiscount,Unclassified,Current
BusinessCombinationAmountDueToSellerUnderIpTransitServicesAgreementCurrent,Unclassified,Current
BusinessCombinationAmountDueToSellerUnderPurchaseAgreementCurrent,Unclassified,Current
BusinessCombinationCashConsiderationLiabilityCurrent,Assets,Current
BusinessCombinationContingentConsiderationAcquisitionInstallmentPayableCurrent,Liabilities,Current
BusinessCombinationContingentConsiderationAcquisitionInstallmentPayableNoncurrent,Liabilities,Current
BusinessCombinationContingentConsiderationAndCompensationLiability,Unclassified,Non-Current
BusinessCombinationContingentConsiderationAssetCurrent,Unclassified,Current
BusinessCombinationContingentConsiderationAssetNoncurrent,Unclassified,Current
BusinessCombinationContingentConsiderationLiability,Unclassified,Non-Current
BusinessCombinationContingentConsiderationLiabilityCurrent,Unclassified,Current
BusinessCombinationContingentConsiderationLiabilityNoncurrent,Unclassified,Current
BusinessCombinationContingentConsiderationNoncurrentLiability,Unclassified,Current
BusinessCombinationContractAcquisitionCostsNet,Unclassified,Current
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,Assets,Non-Current
BusinessCombinationPurchaseConsiderationPayableCurrent,Liabilities,Current
BusinessCombinationPurchaseOptionAndOtherDerivativeAssets,Assets,Current
BusinessCombinationPurchasePricePayableLiabilityCurrent,Liabilities,Current
BusinessCombinationRecognizedIdentifiableAssetAcquiredAndLiabilityAssumedAssetsHeldForSale,Assets,Non-Current
BusinessCombinationRecognizedIdentifiableAssetAcquiredAndLiabilityAssumedIndemnificationAssetsCurrent,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetAcquiredAndLiabilityAssumedLiabilitiesHeldForSaleCurrent,Liabilities,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsMarketableSecurities,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFhlbAdvances,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilitiesCurrent,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOperatingLeaseAssets,Assets,Current
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedRentalFleetNet,Assets,Current
BusinessCombinationTerminationreceivableCurrent,Assets,Current
CallLoansAndBillsBought,Unclassified,Non-Current
CallLoansFundsSoldAndReceivablesUnderResaleAgreements,Assets,Current
CallMoneyAndBillsSold,Unclassified,Non-Current
CallMoneyFundsPurchasedAndPayablesUnderRepurchaseAgreements,Liabilities,Current
CancelledEventLiabilitiesCurrent,Liabilities,Current
CancelledSharesShares,Unclassified,Non-Current
CancelledSharesValue,Unclassified,Non-Current
CapitalAccumulationPlans,Equity,Non-Current
CapitalBuildLiabilityNoncurrent,Equity,Current
CapitalCallReceivable,Assets,Current
CapitalConstructionFundCashAndCashEquivalentsAndInvestments,Assets,Non-Current
CapitalContributionsReceivableFromAffiliates,Assets,Current
CapitalContributionsReceivedInAdvance,Equity,Non-Current
CapitalCostAccrual,Equity,Non-Current
CapitalDeficiency,Equity,Non-Current
Capitalexpenditurespayable,Liabilities,Current
CapitalGainsIncentiveFeePayable,Liabilities,Current
CapitalGainsIncentiveFeePayableDueToAffiliate,Liabilities,Current
CapitalGainsIncentiveFeesPayable,Liabilities,Current
CapitalizationLongtermDebtAndEquity,Liabilities,Current
CapitalizationLongTermDebtNoncurrentAndEquity,Liabilities,Current
CapitalizationOnLongTermDebtAndRevolvingCreditFacility,Liabilities,Current
CapitalizedComputerSoftwareAccumulatedAmortization,Assets,Non-Current
CapitalizedComputerSoftwareGross,Equity,Non-Current
CapitalizedComputerSoftwareNet,Equity,Current
CapitalizedContractCostAccumulatedAmortization,Assets,Non-Current
CapitalizedContractCostAmortization,Assets,Non-Current
CapitalizedContractCostGross,Equity,Non-Current
CapitalizedContractCostNet,Equity,Current
CapitalizedContractCostNetCurrent,Equity,Current
CapitalizedContractCostNetCurrentConnectedDeviceCosts,Equity,Current
CapitalizedContractCostNetNoncurrent,Equity,Current
CapitalizedContractCostNetNoncurrentCommissionCosts,Equity,Current
CapitalizedContractCostNetNoncurrentConnectedDeviceCosts,Equity,Current
CapitalizedContractCostsLiabilityCurrent,Equity,Current
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,Assets,Non-Current
CapitalizedCostsMineralInterestsInUnprovedProperties,Liabilities,Non-Current
